ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
103.47.93.203,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=779, connections=ConnectionAttempts(success=43, fail=2891), uptime=1.0%, visibleIp=103.47.94.34), ora_UK=EndpointServerData(ping=1096, connections=ConnectionAttempts(success=7, fail=2926), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=621, connections=ConnectionAttempts(success=49, fail=2891), uptime=1.0%, visibleIp=null), ms_HK=EndpointServerData(ping=521, connections=ConnectionAttempts(success=29, fail=2917), uptime=0.0%, visibleIp=null))",,"2023-04-09 20:43:04.0","2023-04-09 20:43:04.0",,,
103.47.93.206,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=false, autoRead=null)]",,true,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=788, connections=ConnectionAttempts(success=21, fail=1912), uptime=1.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1090, connections=ConnectionAttempts(success=4, fail=1914), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=647, connections=ConnectionAttempts(success=16, fail=1900), uptime=0.0%, visibleIp=null), ms_HK=EndpointServerData(ping=520, connections=ConnectionAttempts(success=25, fail=1881), uptime=1.0%, visibleIp=null))",,"2023-04-09 20:09:38.0","2023-04-09 20:46:37.0",,,
103.47.93.235,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,false,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=757, connections=ConnectionAttempts(success=49, fail=2970), uptime=1.0%, visibleIp=null), ora_UK=EndpointServerData(ping=828, connections=ConnectionAttempts(success=10, fail=2996), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=623, connections=ConnectionAttempts(success=40, fail=2974), uptime=1.0%, visibleIp=null), ms_HK=EndpointServerData(ping=530, connections=ConnectionAttempts(success=44, fail=2962), uptime=1.0%, visibleIp=103.47.94.34))",,"2023-04-09 20:42:51.0","2023-04-09 20:45:01.0",,,
103.47.93.241,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=763, connections=ConnectionAttempts(success=38, fail=2884), uptime=1.0%, visibleIp=103.47.94.34), ora_UK=EndpointServerData(ping=1104, connections=ConnectionAttempts(success=7, fail=2928), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=593, connections=ConnectionAttempts(success=32, fail=2892), uptime=1.0%, visibleIp=null), ms_HK=EndpointServerData(ping=517, connections=ConnectionAttempts(success=31, fail=2895), uptime=1.0%, visibleIp=null))",,"2023-04-09 20:37:06.0","2023-04-09 20:37:07.0",,,
103.47.93.246,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=781, connections=ConnectionAttempts(success=28, fail=2920), uptime=0.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1105, connections=ConnectionAttempts(success=15, fail=2932), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=622, connections=ConnectionAttempts(success=28, fail=2954), uptime=0.0%, visibleIp=null), ms_HK=EndpointServerData(ping=519, connections=ConnectionAttempts(success=33, fail=2933), uptime=1.0%, visibleIp=null))",,"2023-04-09 19:51:01.0","2023-04-09 20:40:48.0",,,
103.47.93.251,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,false,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=767, connections=ConnectionAttempts(success=26, fail=2946), uptime=0.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1059, connections=ConnectionAttempts(success=17, fail=2991), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=613, connections=ConnectionAttempts(success=44, fail=2958), uptime=1.0%, visibleIp=103.47.94.34), ms_HK=EndpointServerData(ping=524, connections=ConnectionAttempts(success=45, fail=2956), uptime=1.0%, visibleIp=null))",,"2023-04-09 20:17:38.0","2023-04-09 20:49:35.0",,,
103.47.216.19,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Fastnet Communication Pvt. Ltd.",India,IN,21.997400283813477,79.0010986328125,AS133692,"PerformanceConnectData(aws_NA=EndpointServerData(ping=814, connections=ConnectionAttempts(success=487, fail=2537), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1132, connections=ConnectionAttempts(success=129, fail=2884), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=604, connections=ConnectionAttempts(success=545, fail=2498), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=605, connections=ConnectionAttempts(success=477, fail=2554), uptime=15.0%, visibleIp=null))",,"2023-04-09 20:10:05.0","2023-04-09 20:41:51.0",,,
103.47.228.66,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false])]",,true,"PT Indonesia Comnets Plus",Indonesia,ID,-6.9217000007629395,107.60710144042969,AS9341,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3146, connections=ConnectionAttempts(success=334, fail=2084), uptime=13.0%, visibleIp=36.66.111.81), ora_UK=EndpointServerData(ping=2424, connections=ConnectionAttempts(success=63, fail=2364), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3934, connections=ConnectionAttempts(success=347, fail=2075), uptime=14.0%, visibleIp=null), ms_HK=EndpointServerData(ping=8953, connections=ConnectionAttempts(success=328, fail=2094), uptime=13.0%, visibleIp=null))",,"2023-04-09 19:51:42.0","2023-04-09 20:46:38.0",,,
103.48.68.34,83,,,"[ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=false, autoRead=[false]), ProtocolDataType(type=https, port=84, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=82, tls=true, autoRead=[false])]",,false,"Country Online Services PVT LTD",India,IN,17.425399780273438,78.50749969482422,AS17754,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2153, connections=ConnectionAttempts(success=851, fail=2376), uptime=26.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1668, connections=ConnectionAttempts(success=136, fail=3091), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1807, connections=ConnectionAttempts(success=833, fail=2407), uptime=25.0%, visibleIp=103.48.68.34), ms_HK=EndpointServerData(ping=2395, connections=ConnectionAttempts(success=821, fail=2410), uptime=25.0%, visibleIp=103.48.68.34))",,"2023-04-09 20:30:44.0","2023-04-09 20:40:47.0",,,
103.48.68.35,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=84, tls=true, autoRead=[true]), ProtocolDataType(type=http, port=82, tls=false, autoRead=[true])]",,true,"Country Online Services PVT LTD",India,IN,17.425399780273438,78.50749969482422,AS17754,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2879, connections=ConnectionAttempts(success=916, fail=3009), uptime=23.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1831, connections=ConnectionAttempts(success=169, fail=3712), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1584, connections=ConnectionAttempts(success=875, fail=3023), uptime=22.0%, visibleIp=103.48.68.34), ms_HK=EndpointServerData(ping=1886, connections=ConnectionAttempts(success=884, fail=3037), uptime=22.0%, visibleIp=null))",,"2023-04-09 20:38:33.0","2023-04-09 20:43:00.0",,,
103.48.68.37,83,,,"[ProtocolDataType(type=http, port=83, tls=false, autoRead=[true]), ProtocolDataType(type=http, port=84, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=82, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=84, tls=true, autoRead=[true]), ProtocolDataType(type=https, port=83, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=82, tls=false, autoRead=[false])]",,true,"Country Online Services PVT LTD",India,IN,17.410999298095703,78.44869995117188,AS17754,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3167, connections=ConnectionAttempts(success=726, fail=1861), uptime=28.0%, visibleIp=103.48.68.34), ora_UK=EndpointServerData(ping=4361, connections=ConnectionAttempts(success=152, fail=2412), uptime=5.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2816, connections=ConnectionAttempts(success=722, fail=1842), uptime=28.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2449, connections=ConnectionAttempts(success=741, fail=1816), uptime=28.0%, visibleIp=null))",,"2023-04-09 20:39:49.0","2023-04-09 20:44:26.0",,,
103.48.68.106,83,,,"[ProtocolDataType(type=http, port=83, tls=false, autoRead=[true]), ProtocolDataType(type=http, port=82, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=82, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=false, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=true, autoRead=[true]), ProtocolDataType(type=https, port=84, tls=true, autoRead=[false])]",,true,"Country Online Services PVT LTD",India,IN,17.410999298095703,78.44869995117188,AS17754,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3699, connections=ConnectionAttempts(success=763, fail=1766), uptime=30.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2731, connections=ConnectionAttempts(success=117, fail=2448), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3934, connections=ConnectionAttempts(success=745, fail=1806), uptime=29.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2326, connections=ConnectionAttempts(success=762, fail=1802), uptime=29.0%, visibleIp=103.48.68.106))",,"2023-04-09 20:35:38.0","2023-04-09 20:35:39.0",,,
103.48.68.108,83,,,"[ProtocolDataType(type=http, port=83, tls=true, autoRead=[true]), ProtocolDataType(type=http, port=82, tls=false, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=84, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=true, autoRead=[true])]",,true,"Country Online Services PVT LTD",India,IN,17.410999298095703,78.44869995117188,AS17754,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2320, connections=ConnectionAttempts(success=775, fail=1749), uptime=30.0%, visibleIp=null), ora_UK=EndpointServerData(ping=7832, connections=ConnectionAttempts(success=147, fail=2403), uptime=5.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1990, connections=ConnectionAttempts(success=815, fail=1725), uptime=32.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2695, connections=ConnectionAttempts(success=751, fail=1787), uptime=29.0%, visibleIp=103.48.68.106))",,"2023-04-09 20:44:20.0","2023-04-09 20:44:20.0",,,
103.48.68.109,82,,,"[ProtocolDataType(type=http, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=82, tls=false, autoRead=[true]), ProtocolDataType(type=http, port=84, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=false, autoRead=[false]), ProtocolDataType(type=https, port=84, tls=false, autoRead=[true])]",,true,"Country Online Services PVT LTD",India,IN,17.410999298095703,78.44869995117188,AS17754,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2287, connections=ConnectionAttempts(success=531, fail=2045), uptime=20.0%, visibleIp=null), ora_UK=EndpointServerData(ping=5299, connections=ConnectionAttempts(success=100, fail=2488), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4426, connections=ConnectionAttempts(success=498, fail=2089), uptime=19.0%, visibleIp=103.48.68.106), ms_HK=EndpointServerData(ping=4216, connections=ConnectionAttempts(success=482, fail=2111), uptime=18.0%, visibleIp=103.48.68.106))",,"2023-04-09 20:40:24.0","2023-04-09 20:40:25.0",,,
103.48.160.65,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=false, autoRead=null)]",,true,"The Eastern Pickle Company Limited",Bangladesh,BD,24.718900680541992,90.64620208740234,AS63526,"PerformanceConnectData(aws_NA=EndpointServerData(ping=977, connections=ConnectionAttempts(success=229, fail=1475), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1707), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1225, connections=ConnectionAttempts(success=226, fail=1487), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=556, connections=ConnectionAttempts(success=216, fail=1496), uptime=12.0%, visibleIp=null))",,"2023-04-09 20:13:49.0","2023-04-09 20:41:35.0",,,
103.49.242.193,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Soft Call Cust-o-care Private Limited",India,IN,19.215999603271484,73.10340118408203,AS133720,"PerformanceConnectData(aws_NA=EndpointServerData(ping=756, connections=ConnectionAttempts(success=162, fail=2853), uptime=5.0%, visibleIp=null), ora_UK=EndpointServerData(ping=526, connections=ConnectionAttempts(success=54, fail=2947), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=999, connections=ConnectionAttempts(success=238, fail=2789), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=483, connections=ConnectionAttempts(success=187, fail=2809), uptime=6.0%, visibleIp=null))",,"2023-04-09 20:36:00.0","2023-04-09 20:48:03.0",,,
103.51.44.9,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS133819,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1209, connections=ConnectionAttempts(success=80, fail=2946), uptime=2.0%, visibleIp=null), ora_UK=EndpointServerData(ping=954, connections=ConnectionAttempts(success=16, fail=3015), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1008, connections=ConnectionAttempts(success=91, fail=2934), uptime=3.0%, visibleIp=null), ms_HK=EndpointServerData(ping=717, connections=ConnectionAttempts(success=65, fail=2975), uptime=2.0%, visibleIp=103.51.46.4))",,"2023-04-09 20:37:29.0","2023-04-09 20:38:04.0",,,
103.51.46.2,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS133819,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1117, connections=ConnectionAttempts(success=78, fail=2914), uptime=2.0%, visibleIp=103.51.46.4), ora_UK=EndpointServerData(ping=805, connections=ConnectionAttempts(success=17, fail=2981), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=980, connections=ConnectionAttempts(success=81, fail=2905), uptime=2.0%, visibleIp=null), ms_HK=EndpointServerData(ping=705, connections=ConnectionAttempts(success=65, fail=2920), uptime=2.0%, visibleIp=null))",,"2023-04-09 20:38:33.0","2023-04-09 20:47:21.0",,,
103.51.46.251,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS133819,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1224, connections=ConnectionAttempts(success=71, fail=2877), uptime=2.0%, visibleIp=null), ora_UK=EndpointServerData(ping=783, connections=ConnectionAttempts(success=18, fail=2914), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=976, connections=ConnectionAttempts(success=84, fail=2840), uptime=2.0%, visibleIp=null), ms_HK=EndpointServerData(ping=714, connections=ConnectionAttempts(success=75, fail=2879), uptime=2.0%, visibleIp=103.51.46.4))",,"2023-04-09 20:34:34.0","2023-04-09 20:48:32.0",,,
103.51.205.42,8181,,,"[ProtocolDataType(type=http, port=8181, tls=false, autoRead=null)]",,false,"CV Redjo Pawiro",Indonesia,ID,-6.172800064086914,106.82720184326172,AS45305,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2482, connections=ConnectionAttempts(success=275, fail=1751), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=662, connections=ConnectionAttempts(success=55, fail=1956), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1484, connections=ConnectionAttempts(success=293, fail=1731), uptime=14.0%, visibleIp=null), ms_HK=EndpointServerData(ping=4154, connections=ConnectionAttempts(success=290, fail=1718), uptime=14.0%, visibleIp=null))",,"2023-04-09 20:11:13.0","2023-04-09 20:40:14.0",,,
103.52.144.49,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,false,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS59147,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6310, connections=ConnectionAttempts(success=364, fail=3369), uptime=9.0%, visibleIp=103.52.144.242), ora_UK=EndpointServerData(ping=1569, connections=ConnectionAttempts(success=361, fail=3357), uptime=9.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3787, connections=ConnectionAttempts(success=346, fail=3360), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3392, connections=ConnectionAttempts(success=380, fail=3335), uptime=10.0%, visibleIp=null))",,"2023-04-09 20:40:55.0","2023-04-09 20:44:16.0",,,
103.52.145.97,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,false,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS59147,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2184, connections=ConnectionAttempts(success=324, fail=2674), uptime=10.0%, visibleIp=103.52.144.242), ora_UK=EndpointServerData(ping=4500, connections=ConnectionAttempts(success=206, fail=2803), uptime=6.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1999, connections=ConnectionAttempts(success=346, fail=2667), uptime=11.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3097, connections=ConnectionAttempts(success=322, fail=2670), uptime=10.0%, visibleIp=null))",,"2023-04-09 20:36:23.0","2023-04-09 20:44:09.0",,,
103.52.252.18,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,,India,IN,22.51799964904785,88.3832015991211,AS45775,"PerformanceConnectData(aws_NA=EndpointServerData(ping=803, connections=ConnectionAttempts(success=469, fail=2538), uptime=15.0%, visibleIp=103.52.252.18), ora_UK=EndpointServerData(ping=1086, connections=ConnectionAttempts(success=130, fail=2881), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=599, connections=ConnectionAttempts(success=525, fail=2491), uptime=17.0%, visibleIp=103.52.252.18), ms_HK=EndpointServerData(ping=590, connections=ConnectionAttempts(success=472, fail=2528), uptime=15.0%, visibleIp=103.52.252.18))",,"2023-04-09 20:28:10.0","2023-04-09 20:28:10.0",,,
103.53.78.26,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,false,"PT Inti Data Telematika",Indonesia,ID,-6.888199806213379,109.67240142822266,AS133817,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3827, connections=ConnectionAttempts(success=340, fail=2095), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=5274, connections=ConnectionAttempts(success=43, fail=2397), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3390, connections=ConnectionAttempts(success=361, fail=2059), uptime=14.0%, visibleIp=103.53.78.26), ms_HK=EndpointServerData(ping=2957, connections=ConnectionAttempts(success=331, fail=2075), uptime=13.0%, visibleIp=null))",,"2023-04-09 20:40:36.0","2023-04-09 20:40:37.0",,,
103.53.110.45,10801,,,"[ProtocolDataType(type=socks4, port=10801, tls=true, autoRead=[false])]",,true,"Tycoon Computers Pvt. Ltd.",India,IN,21.997400283813477,79.0010986328125,AS133970,"PerformanceConnectData(aws_NA=EndpointServerData(ping=942, connections=ConnectionAttempts(success=376, fail=2656), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=636, connections=ConnectionAttempts(success=112, fail=2930), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=822, connections=ConnectionAttempts(success=387, fail=2638), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=514, connections=ConnectionAttempts(success=322, fail=2713), uptime=10.0%, visibleIp=null))",,"2023-04-09 20:18:58.0","2023-04-09 20:47:22.0",,,
103.54.80.189,8085,,,"[ProtocolDataType(type=https, port=8085, tls=true, autoRead=[false])]",,false,"CV. MEDIA COMPUTINDO",Indonesia,ID,-6.172800064086914,106.82720184326172,AS45305,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3778, connections=ConnectionAttempts(success=58, fail=195), uptime=22.0%, visibleIp=103.54.80.189), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=220), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=6068, connections=ConnectionAttempts(success=54, fail=202), uptime=21.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2340, connections=ConnectionAttempts(success=52, fail=194), uptime=21.0%, visibleIp=null))",,"2023-04-09 20:34:57.0","2023-04-09 20:34:57.0",,,
103.54.148.46,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.72719955444336,90.4093017578125,AS134128,"PerformanceConnectData(aws_NA=EndpointServerData(ping=890, connections=ConnectionAttempts(success=223, fail=2776), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1015, connections=ConnectionAttempts(success=65, fail=2927), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=560, connections=ConnectionAttempts(success=246, fail=2787), uptime=8.0%, visibleIp=null), ms_HK=EndpointServerData(ping=494, connections=ConnectionAttempts(success=211, fail=2817), uptime=6.0%, visibleIp=103.54.148.46))",,"2023-04-09 20:05:39.0","2023-04-09 20:47:37.0",,,
103.55.88.53,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false])]",,true,"Ultranet Services Private Limited",India,IN,28.614500045776367,77.3062973022461,AS134026,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1104, connections=ConnectionAttempts(success=322, fail=2050), uptime=13.0%, visibleIp=103.55.88.53), ora_UK=EndpointServerData(ping=1922, connections=ConnectionAttempts(success=63, fail=2323), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2998, connections=ConnectionAttempts(success=332, fail=2055), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=9626, connections=ConnectionAttempts(success=308, fail=2076), uptime=12.0%, visibleIp=null))",,"2023-04-09 19:52:04.0","2023-04-09 20:42:54.0",,,
103.56.205.79,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Argon Data Communication",Indonesia,ID,-6.172800064086914,106.82720184326172,AS58477,"PerformanceConnectData(aws_NA=EndpointServerData(ping=955, connections=ConnectionAttempts(success=345, fail=1988), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=952, connections=ConnectionAttempts(success=52, fail=2258), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=817, connections=ConnectionAttempts(success=331, fail=1979), uptime=14.0%, visibleIp=null), ms_HK=EndpointServerData(ping=574, connections=ConnectionAttempts(success=330, fail=1984), uptime=14.0%, visibleIp=180.249.167.56))",,"2023-04-09 20:20:29.0","2023-04-09 20:43:43.0",,,
103.57.9.16,80,,,"[ProtocolDataType(type=http, port=80, tls=false, autoRead=[false]), ProtocolDataType(type=https, port=80, tls=true, autoRead=[false])]",,true,"Transkon Jaya, PT",Indonesia,ID,-6.172800064086914,106.82720184326172,AS46028,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2719, connections=ConnectionAttempts(success=423, fail=2004), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2190, connections=ConnectionAttempts(success=88, fail=2321), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2061, connections=ConnectionAttempts(success=408, fail=2031), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2868, connections=ConnectionAttempts(success=409, fail=2029), uptime=16.0%, visibleIp=null))",,"2023-04-09 20:25:35.0","2023-04-09 20:46:14.0",,,
103.57.134.250,45958,,,"[ProtocolDataType(type=socks4, port=45958, tls=true, autoRead=[false])]",,true,"Hireach Broadband Private LTD",India,IN,17.995800018310547,79.57820129394531,AS134033,"PerformanceConnectData(aws_NA=EndpointServerData(ping=730, connections=ConnectionAttempts(success=23, fail=94), uptime=19.0%, visibleIp=103.57.132.214), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=109), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=505, connections=ConnectionAttempts(success=21, fail=90), uptime=18.0%, visibleIp=103.57.132.214), ms_HK=EndpointServerData(ping=452, connections=ConnectionAttempts(success=21, fail=99), uptime=17.0%, visibleIp=null))",,"2023-04-09 20:49:18.0","2023-04-09 20:49:19.0",,,
103.57.225.240,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,true,"FUTURE TELECOM (PRIVATE) LIMITED",Pakistan,PK,33.60540008544922,73.035400390625,AS140499,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2676, connections=ConnectionAttempts(success=681, fail=1494), uptime=31.0%, visibleIp=null), ora_UK=EndpointServerData(ping=3219, connections=ConnectionAttempts(success=109, fail=2050), uptime=5.0%, visibleIp=null), ora_JP=EndpointServerData(ping=5705, connections=ConnectionAttempts(success=667, fail=1492), uptime=30.0%, visibleIp=103.57.225.240), ms_HK=EndpointServerData(ping=1201, connections=ConnectionAttempts(success=652, fail=1503), uptime=30.0%, visibleIp=null))",,"2023-04-09 20:49:38.0","2023-04-09 20:49:38.0",,,
103.58.16.5,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"E-world Communication SDN BHD",Malaysia,MY,2.5,112.5,AS134202,"PerformanceConnectData(aws_NA=EndpointServerData(ping=932, connections=ConnectionAttempts(success=227, fail=2786), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=731, connections=ConnectionAttempts(success=64, fail=2954), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=564, connections=ConnectionAttempts(success=253, fail=2769), uptime=8.0%, visibleIp=null), ms_HK=EndpointServerData(ping=438, connections=ConnectionAttempts(success=221, fail=2802), uptime=7.0%, visibleIp=null))",,"2023-04-09 20:03:47.0","2023-04-09 20:46:36.0",,,
